Index,Date,Classification,CityCode,ExtractedLocation,Text
2189,2020-09-05,Other,"USA.PA.Philadelphia","US","@Jeffreyce This is a great observation! We would love for you to add it to our @inaturalist project on Spotted Lanternfly predation in the US. https://t.co/JrsL2za5q0"
2190,2020-09-05,Other,"USA.PA.Philadelphia","","@1000TimesJeff Same, but it’s my city and it’s spotted lanternflies."
2191,2020-09-05,Other,"","","Can you see the black spots on this wall? All spotted lantern flies🙈 https://t.co/1nvxJqUak1"
2192,2020-09-05,Other,"","","@moongrudge Spotted lantern fly, a scourge"
2193,2020-09-05,Spread/Sighting,"","","I only killed one spotted lanternfly today how many did y’all get?"
2194,2020-09-05,Spread/Sighting,"","","Just saw a Spotted Lantern Fly lying down in a puddle of (suspected) Merlot. Revenge is a drink best served at 55 degrees in a long stemmed glass paired with a dry-aged sirloin and Yukon mash."
2195,2020-09-05,Other,"","","RT @MattNoome PSA for my fellow New Yorkers: this is a Spotted Lanternfly that just flew through my open apartment window. It's a destructive invasive species. If you see it, report it to the @NYSDEC via https://t.co/Up4mJWWqs5 https://t.co/wtmnAJ56lA"
2196,2020-09-05,Other,"","","RT @WBPatch Officials Warn Spotted Lanternfly Trap May Harm Other Animals https://t.co/p33EQYq8g8"
2197,2020-09-05,Other,"","","RT @ghostaudrey pennsylvanians stepping on spotted lanternflies:"
2198,2020-09-05,Other,"","","RT @ChesapeakeNPS Spotted Lanternflies are an extremely destructive invasive species which damage plants when it extracts and secretes sap, damaging the flora in the process. How do you prevent the spread of these bugs? Squash them! @chesbayprogram https://t.co/QxQResTfsN"
2199,2020-09-05,Other,"USA.PA.Philadelphia","","Going on a date and killing spotted lanternflies together >>>>>"
2200,2020-09-04,Other,"USA.MD.Annapolis","","RT @ChesapeakeNPS Spotted Lanternflies are an extremely destructive invasive species which damage plants when it extracts and secretes sap, damaging the flora in the process. How do you prevent the spread of these bugs? Squash them! @chesbayprogram https://t.co/QxQResTfsN"
2201,2020-09-04,Other,"","","RT @bigstinkyalien I just need everyone to know about the ferocity with which @Jotty_potty kills spotted lantern flies. it is truly incredible"
2202,2020-09-04,Other,"","","Remember when all we had to worry about were spotted lantern flies?"
2203,2020-09-04,Other,"","","@lyricjjackson One of those spotted lantern flies flew in my shirt today 🥴"
2204,2020-09-04,Other,"USA.PA.Philadelphia","","@corn_on_thebobb @gabbyy_smith268 OOP. Them spotted lantern flies do be kinda spooky"
2205,2020-09-04,Other,"USA.PA.Philadelphia","","My #Philly people know that there’s nothing that beats walking down the sidewalk trying to futilely stomp on Spotted Lantern flies while a group of 9 year olds on ATVs screams by you popping wheelies as they go they go north on a southbound street. https://t.co/DON3uwx07S"
2206,2020-09-04,Other,"","","I just need everyone to know about the ferocity with which @Jotty_potty kills spotted lantern flies. it is truly incredible"
2207,2020-09-04,Spread/Sighting,"","","Lmk why when I tell my GM there’s a spotted lanternfly problem his solution is to just close the door???? Bitch I’ve seen at least 7 and killed 3 in 15 min there’s a nest nearby"
2208,2020-09-04,Other,"USA.PA.Philadelphia","","These spotted lantern flies are OD."
2209,2020-09-04,Other,"","","man these spotted lanternflies suck"
2210,2020-09-04,Other,"","","Informative video about spotted lanternfly."
2211,2020-09-04,Other,"","","I’m not sure which is worse, inescapable love bugs or the dreaded spotted lantern flies https://t.co/51hOx49ZUS"
2212,2020-09-04,Other,"","","if you don’t kill the spotted lantern flies you’re a coward and i hate you"
2213,2020-09-04,Other,"","","Make sure you are only trapping spotted lanternfly."
2214,2020-09-04,Other,"","Philly","Been back in Philly for five minutes and already killed a spotted lanternfly"
2215,2020-09-04,Other,"USA.PA.Philadelphia","","@Dyson Can it suck up spotted lanternflies?"
2216,2020-09-04,Other,"USA.PA.Philadelphia","","Another spotted lanternfly just left this plane. https://t.co/IVZH6roW6W"
2217,2020-09-04,Other,"","","I’ve done nothing constructive today except mass murder spotted lantern flies, so I guess you could say today was a good day"
2218,2020-09-04,Other,"","","Video taken on my property by Maryland Department of Agriculture Extension Office and @cecil_tv on how to find Spotted Lantern Flies. https://t.co/bEU1sSfaME"
2219,2020-09-04,Other,"","","RT @noracshelly Please don't spray gasoline on your trees to kill the spotted lanternfly https://t.co/1CcAzmcwzq"
2220,2020-09-04,Other,"","","This spider is helping in the battle against spotted lanternfly."
2221,2020-09-04,Spread/Sighting,"USA.PA.Harrisburg","","Just saw a spotted lantern fly for the first time here 🙃"
2222,2020-09-04,Other,"USA.NJ.Trenton","","@thephdstory I am on a rampage against the horrible spotted lanternfly, which is taking over the Northeast county by county, landing on us, and coating our car in a sticky tree sap that bees love. 2020 strikes again! https://t.co/MZXugzw4OS"
2223,2020-09-04,Other,"","","Please don't spray gasoline on your trees to kill the spotted lanternfly https://t.co/1CcAzmcwzq"
2224,2020-09-04,Other,"USA.OH.Columbus","","Just when you thought the spotted lanternfly was a detriment to your lawn and garden, another native Asian bug swoops in. Here are some methods of Japanese beetle control that can help save your plants from total destruction. https://t.co/zLWjmxZ8B1"
2225,2020-09-04,Other,"USA.PA.Philadelphia","","Say what you want about Philadelphians not doing their part to save the world, but my dog just swatted two spotted lantern flies out of the air, growled at them, then looked up at me for a treat (which she got)."
2226,2020-09-04,Other,"","","Proud to report that at 1:50 at the Philly VA Medical Center atrium, a spotted lanternfly just got got."
2227,2020-09-04,Other,"","","@benjaminwittes Spotted lantern fly?"
2228,2020-09-04,Other,"","","RT @EntsocAmerica The spotted lanternfly feeds on 70+ plant species and “has such a tremendous potential to breed and increase its population size that it can overwhelm individual properties and entire communities almost overnight.” #InvSpWk #NISAW #invasivespecies https://t.co/NIm6bH9HYY"
2229,2020-09-04,Other,"USA.NY.New York","","The spotted lanternfly poses a serious threat to agricultural crops & hardwood trees. There have been sightings in the area, including Mt. Arlington. If you see one report it to reportspottedlaternflynj@ag.nj.gov or 1-833-233-2840. https://t.co/v0fC5eDqRR"
2230,2020-09-04,Other,"USA.NY.New York","","Just reading that they've been seen in @GreenWoodHF too. Sightings should be reported to spottedlanternfly@agriculture.ny.gov They're beautiful but big trouble https://t.co/fvV7MUMFhu"
2231,2020-09-04,Spread/Sighting,"","","I just stepped on and killed a spotted lantern fly and I have NEVER felt more productive. Seriously tho y'all, please kill them. Now."
2232,2020-09-04,Other,"USA.NY.New York","Brooklyn","Second @inaturalist observation of Spotted Lanternfly in Brooklyn (Kings Co. NY) https://t.co/NtQ8O4CbFB this one in @prospect_park #spottedlanternfly @NYSDEC"
2233,2020-09-04,Spread/Sighting,"","","Saw my first spotted lantern fly. Then I saw several thousand more 😬😬😬 in ten minutes. They are everywhere 😕 https://t.co/a93JdH7bsE"
2234,2020-09-04,Spread/Sighting,"","","How is y’all war going against these SLF’s (spotted lantern flies)? I’ve killed 5 in the last 24 hrs. I think they’re strategically attacking me right now because of it, too."
2235,2020-09-04,Other,"","","RT @ChesapeakeNPS Spotted Lanternflies are an extremely destructive invasive species which damage plants when it extracts and secretes sap, damaging the flora in the process. How do you prevent the spread of these bugs? Squash them! @chesbayprogram https://t.co/QxQResTfsN"
2236,2020-09-04,Other,"","","@emilyexploded The only things I can even think about right now are Covid-19, spotted lanternflies, and sleeping"
2237,2020-09-04,Other,"","","I would eat 5-10 spotted lanternflies if it meant that the coronavirus pandemic was taken seriously by everyone and we could take protective measures to squash it (as I normally do with spotted lanternflies, which is squash them)"
2238,2020-09-04,Other,"","","almost just got hit by a car trying to kill a spotted lantern fly"
2239,2020-09-04,Other,"USA.PA.Philadelphia","","Spotted Lantern Flies really are brazen as hell."
2240,2020-09-04,Other,"USA.PA.Allentown","","RT @TV2_Sports Tonight on Sports Scene @2Sports_Gwen visits a few of the area’s wineries! Tune in at 6, 6:30 & 9pm to see her segment on harvest season, spotted lanternflies, and the wine trail! @lvwinetrail @sectv https://t.co/pmNeOhEOZH"
2241,2020-09-04,Other,"","","Spotted Lanternflies are an extremely destructive invasive species which damage plants when it extracts and secretes sap, damaging the flora in the process. How do you prevent the spread of these bugs? Squash them! @chesbayprogram https://t.co/QxQResTfsN"
2242,2020-09-04,Other,"USA.NY.New York","","Love to start my mornings with a 2 spotted lantern flies in my car😍"
2243,2020-09-04,Other,"USA.PA.Allentown","","RT @TV2_Sports Tonight on Sports Scene @2Sports_Gwen visits a few of the area’s wineries! Tune in at 6, 6:30 & 9pm to see her segment on harvest season, spotted lanternflies, and the wine trail! @lvwinetrail @sectv https://t.co/pmNeOhEOZH"
2244,2020-09-04,Other,"USA.PA.Allentown","","Tonight on Sports Scene @2Sports_Gwen visits a few of the area’s wineries! Tune in at 6, 6:30 & 9pm to see her segment on harvest season, spotted lanternflies, and the wine trail! @lvwinetrail @sectv https://t.co/pmNeOhEOZH"
2245,2020-09-04,Other,"","","@MikeFOX29 - Morning Mike, I see you’re having some spotted Lantern Fly issues. Here is a link to a trap we made, along with a picture. Hope this helps! https://t.co/GEIjdGCtAC https://t.co/lePe32ix4C"
2246,2020-09-04,Other,"USA.PA.Philadelphia","","This is yesterday’s Spotted Lantern Flies being cleaned up this morning by my desk. Gross. https://t.co/GK3fM7DRq2"
2247,2020-09-04,Other,"USA.NY.New York","","RT @FossilLocator If those are spotted lanternflies and you’re not in Asia: kill them."
2248,2020-09-04,Other,"","","Nature finds a way. Special thanks to the spider population that has stepped up their game to include spotted lanternfly’s in their diet. #spottedlanternfly #biology #educational To learn more about history and science, take a look at our website: https://t.co/EqV5vn46oS https://t.co/dLpZgcg7sy"
2249,2020-09-04,Other,"USA.MI.Kalamazoo","","@heatherleach_ Those are spotted lanternflies, in case you didn’t know"
2250,2020-09-04,Other,"USA.CA.Los Angeles","","these spotted lanternflies are the bane of my existence"
2251,2020-09-04,Other,"USA.PA.Philadelphia","","Me: could 2020 get any worse? *spotted lantern fly lands on my face*"
2252,2020-09-04,Other,"USA.PA.State College","","Tree traps can be a cost-effective, nonchemical option for spotted lanternfly infestations. However, It's important to avoid catching nontarget creatures, according to an @agsciences expert. https://t.co/GHHYE0iOpH https://t.co/XYr7FazCKl"
2253,2020-09-04,Other,"","","RT @DE_Wetlands While you're out and about enjoying cooler weather this weekend be on the lookout for the spotted lanternfly! This 8-minute video is very informative about their life cycle and how to help control their spread. Now is the time to look for egg masses. https://t.co/vQMfKxIz3J"
2254,2020-09-04,Other,"USA.NJ.Trenton","","Two years ago today, a Spotted Lanternfly landed on my neck and crawled down the inside of the back of my shirt on live television. By the time I reached to try to get it, @RobVaughnNews had already tossed to me. Happy Friday!! https://t.co/ZctQK2xx6h"
2255,2020-09-04,Other,"","","To report a sighting of a Spotted lanternfly, call our hotline at 1-888-422-3359. To learn more about Spotted lanternfly prevention, click here: https://t.co/721FYbXsld"
2256,2020-09-04,Other,"","","While you're out and about enjoying cooler weather this weekend be on the lookout for the spotted lanternfly! This 8-minute video is very informative about their life cycle and how to help control their spread. Now is the time to look for egg masses. https://t.co/vQMfKxIz3J"
2257,2020-09-04,Other,"","Canada","RT @InvSp These #SLF adults are hunting for a host plant! They tend to search for, and climb up, the nearest and tallest things around! They are not in Canada, but keep eyes peeled and report suspected sightings to @InspectionCan or https://t.co/3zuoo8Rr70 🍁 https://t.co/atZt4Uid5g https://t.co/G86EZMT8tb"
2258,2020-09-04,Other,"","","saw a dead spotted lantern fly on our patio, went to move it, and it dissolved into dust.... nothing is real"
